'1번째 선수
정찰(399) = "550"
센스(399) = "650"
컨트롤(399) = "600"

'400번째 선수
이름(400) = "손영훈"
랭크(400) = "Normal"
OYear(400) = "<08>"
Team(400) = "위메이드"
종족(400) = "3"
공격력(400) = "500"
견제(400) = "600"
전략(400) = "600"
물량(400) = "500"
수비력(400) = "600"
정찰(400) = "600"
센스(400) = "500"
컨트롤(400) = "500"

'401번째 선수
이름(401) = "신노열"
랭크(401) = "Normal"
OYear(401) = "<08>"
Team(401) = "위메이드"
종족(401) = "2"
공격력(401) = "650"
견제(401) = "600"
전략(401) = "500"
물량(401) = "600"
수비력(401) = "550"
정찰(401) = "600"
센스(401) = "650"
컨트롤(401) = "650"

'402번째 선수
이름(402) = "안기효"
랭크(402) = "Normal"
OYear(402) = "<08>"
Team(402) = "위메이드"
종족(402) = "3"
공격력(402) = "650"
견제(402) = "600"
전략(402) = "600"
물량(402) = "700"
수비력(402) = "550"
정찰(402) = "550"
센스(402) = "550"
컨트롤(402) = "600"

'403번째 선수
이름(403) = "이영한"
랭크(403) = "Normal"
OYear(403) = "<08>"
Team(403) = "위메이드"
종족(403) = "2"
공격력(403) = "650"
견제(403) = "650"
전략(403) = "600"
물량(403) = "550"
수비력(403) = "450"
정찰(403) = "550"
센스(403) = "550"
컨트롤(403) = "650"

'404번째 선수
이름(404) = "이윤열"
랭크(404) = "Normal"
OYear(404) = "<08>"
Team(404) = "위메이드"
종족(404) = "1"
공격력(404) = "600"
견제(404) = "600"
전략(404) = "650"
물량(404) = "700"
수비력(404) = "650"
정찰(404) = "650"
센스(404) = "550"
컨트롤(404) = "650"

'405번째 선수
이름(405) = "임동혁"
랭크(405) = "Normal"
OYear(405) = "<08>"
Team(405) = "위메이드"
종족(405) = "2"
공격력(405) = "550"
견제(405) = "550"
전략(405) = "550"
물량(405) = "650"
수비력(405) = "650"
정찰(405) = "550"
센스(405) = "600"
컨트롤(405) = "650"

'406번째 선수
이름(406) = "전태양"
랭크(406) = "Normal"
OYear(406) = "<08>"
Team(406) = "위메이드"
종족(406) = "1"
공격력(406) = "500"
견제(406) = "550"
전략(406) = "500"
물량(406) = "600"
수비력(406) = "700"
정찰(406) = "600"
센스(406) = "600"
컨트롤(406) = "550"

'407번째 선수
이름(407) = "한동훈"
랭크(407) = "Normal"
OYear(407) = "<08>"
Team(407) = "위메이드"
종족(407) = "3"
공격력(407) = "650"
견제(407) = "550"
전략(407) = "550"
물량(407) = "700"
수비력(407) = "550"
정찰(407) = "550"
센스(407) = "500"
컨트롤(407) = "600"

'408번째 선수
이름(408) = "고강민"
랭크(408) = "Normal"
OYear(408) = "<09>"
Team(408) = "KT"
종족(408) = "2"
공격력(408) = "550"
견제(408) = "650"
전략(408) = "650"
물량(408) = "650"
수비력(408) = "600"
정찰(408) = "650"
센스(408) = "550"
컨트롤(408) = "500"

'409번째 선수
이름(409) = "김대엽"
랭크(409) = "Special"
OYear(409) = "<09>"
Team(409) = "KT"
종족(409) = "3"
공격력(409) = "800"
견제(409) = "650"
전략(409) = "550"
물량(409) = "800"
수비력(409) = "650"
정찰(409) = "550"
센스(409) = "600"
컨트롤(409) = "600"

'410번째 선수
이름(410) = "김재춘"
랭크(410) = "Normal"
OYear(410) = "<09>"
Team(410) = "KT"
종족(410) = "2"
공격력(410) = "700"
견제(410) = "650"
전략(410) = "650"
물량(410) = "600"
수비력(410) = "550"
정찰(410) = "600"
센스(410) = "600"
컨트롤(410) = "650"

'411번째 선수
이름(411) = "남승현"
랭크(411) = "Normal"
OYear(411) = "<09>"
Team(411) = "KT"
종족(411) = "1"
공격력(411) = "600"
견제(411) = "550"
전략(411) = "600"
물량(411) = "550"
수비력(411) = "550"
정찰(411) = "550"
센스(411) = "600"
컨트롤(411) = "550"

'412번째 선수
이름(412) = "박재영"
랭크(412) = "Normal"
OYear(412) = "<09>"
Team(412) = "KT"
종족(412) = "3"
공격력(412) = "500"
견제(412) = "600"
전략(412) = "550"
물량(412) = "750"
수비력(412) = "650"
정찰(412) = "500"
센스(412) = "550"
컨트롤(412) = "600"

'413번째 선수
이름(413) = "박지수"
랭크(413) = "Normal"
OYear(413) = "<09>"
Team(413) = "KT"
종족(413) = "1"
공격력(413) = "750"
견제(413) = "600"
전략(413) = "550"
물량(413) = "700"
수비력(413) = "750"
정찰(413) = "650"
센스(413) = "600"
컨트롤(413) = "600"

'414번째 선수
이름(414) = "박찬수"
랭크(414) = "Unique"
OYear(414) = "<09>"
Team(414) = "KT"
종족(414) = "2"
공격력(414) = "850"
견제(414) = "750"
전략(414) = "600"
물량(414) = "700"
수비력(414) = "750"
정찰(414) = "700"
센스(414) = "750"
컨트롤(414) = "900"

'415번째 선수
이름(415) = "배병우"
랭크(415) = "Normal"
OYear(415) = "<09>"
Team(415) = "KT"
종족(415) = "2"
공격력(415) = "650"
견제(415) = "550"
전략(415) = "600"
물량(415) = "700"
수비력(415) = "500"
정찰(415) = "650"
센스(415) = "500"
컨트롤(415) = "600"

'416번째 선수
이름(416) = "우정호"
랭크(416) = "Elite"
OYear(416) = "<09>"
Team(416) = "KT"
종족(416) = "3"
공격력(416) = "850"
견제(416) = "750"
전략(416) = "700"
물량(416) = "800"
수비력(416) = "800"
정찰(416) = "800"
센스(416) = "700"
컨트롤(416) = "800"

'417번째 선수
이름(417) = "이영호"
랭크(417) = "Unique"
OYear(417) = "<09>"
Team(417) = "KT"
종족(417) = "1"
공격력(417) = "750"
견제(417) = "650"
전략(417) = "700"
물량(417) = "900"
수비력(417) = "850"
정찰(417) = "750"
센스(417) = "900"
컨트롤(417) = "650"

'418번째 선수
이름(418) = "황병영"
랭크(418) = "Normal"
OYear(418) = "<09>"
Team(418) = "KT"
종족(418) = "1"
공격력(418) = "600"
견제(418) = "500"
전략(418) = "450"
물량(418) = "700"
수비력(418) = "600"
정찰(418) = "550"
센스(418) = "500"
컨트롤(418) = "500"

'419번째 선수
이름(419) = "박대호"
랭크(419) = "Normal"
OYear(419) = "<09>"
Team(419) = "삼성전자"
종족(419) = "1"
공격력(419) = "500"
견제(419) = "550"
전략(419) = "600"
물량(419) = "550"
수비력(419) = "600"
정찰(419) = "500"
센스(419) = "500"
컨트롤(419) = "550"

'420번째 선수
이름(420) = "박동수"
랭크(420) = "Normal"
OYear(420) = "<09>"
Team(420) = "삼성전자"
종족(420) = "1"
공격력(420) = "650"
견제(420) = "600"
전략(420) = "550"
물량(420) = "600"
수비력(420) = "500"
정찰(420) = "450"
센스(420) = "500"
컨트롤(420) = "650"

'421번째 선수
이름(421) = "손석희"
랭크(421) = "Normal"
OYear(421) = "<09>"
Team(421) = "삼성전자"
종족(421) = "3"
공격력(421) = "600"
견제(421) = "650"
전략(421) = "650"
물량(421) = "700"
수비력(421) = "700"
정찰(421) = "650"
센스(421) = "550"
컨트롤(421) = "700"

'422번째 선수
이름(422) = "유준희"
랭크(422) = "Normal"
OYear(422) = "<09>"
Team(422) = "삼성전자"
종족(422) = "2"
공격력(422) = "550"
견제(422) = "550"
전략(422) = "600"
물량(422) = "600"
수비력(422) = "500"
정찰(422) = "550"
센스(422) = "500"
컨트롤(422) = "550"

'423번째 선수
이름(423) = "이성은"
랭크(423) = "Normal"
OYear(423) = "<09>"
Team(423) = "삼성전자"
종족(423) = "1"
공격력(423) = "700"
견제(423) = "700"
전략(423) = "750"
물량(423) = "500"
수비력(423) = "450"
정찰(423) = "600"
센스(423) = "750"
컨트롤(423) = "750"

'424번째 선수
이름(424) = "이재황"
랭크(424) = "Normal"
OYear(424) = "<09>"
Team(424) = "삼성전자"
종족(424) = "2"
공격력(424) = "550"
견제(424) = "550"
전략(424) = "550"
물량(424) = "600"
수비력(424) = "600"
정찰(424) = "550"
센스(424) = "450"
컨트롤(424) = "500"

'425번째 선수
이름(425) = "이정현"
랭크(425) = "Normal"
OYear(425) = "<09>"
Team(425) = "삼성전자"
종족(425) = "2"
공격력(425) = "450"
견제(425) = "500"
전략(425) = "550"
물량(425) = "600"
수비력(425) = "550"
정찰(425) = "500"
센스(425) = "500"
컨트롤(425) = "500"

'426번째 선수
이름(426) = "임채성"
랭크(426) = "Normal"
OYear(426) = "<09>"
Team(426) = "삼성전자"
종족(426) = "1"
공격력(426) = "600"
견제(426) = "600"
전략(426) = "500"
물량(426) = "500"
수비력(426) = "400"
정찰(426) = "500"
센스(426) = "500"
컨트롤(426) = "650"

'427번째 선수
이름(427) = "임태규"
랭크(427) = "Normal"
OYear(427) = "<09>"
Team(427) = "삼성전자"
종족(427) = "3"
공격력(427) = "600"
견제(427) = "500"
전략(427) = "450"
물량(427) = "650"
수비력(427) = "500"
정찰(427) = "500"
센스(427) = "400"
컨트롤(427) = "500"

'428번째 선수
이름(428) = "주영달"
랭크(428) = "Normal"
OYear(428) = "<09>"
Team(428) = "삼성전자"
종족(428) = "2"
공격력(428) = "600"
견제(428) = "550"
전략(428) = "550"
물량(428) = "600"
수비력(428) = "500"
정찰(428) = "550"
센스(428) = "600"
컨트롤(428) = "650"

'429번째 선수
이름(429) = "차명환"
랭크(429) = "Normal"
OYear(429) = "<09>"
Team(429) = "삼성전자"
종족(429) = "2"
공격력(429) = "600"
견제(429) = "600"
전략(429) = "700"
물량(429) = "650"
수비력(429) = "700"
정찰(429) = "600"
센스(429) = "650"
컨트롤(429) = "650"

'430번째 선수
이름(430) = "최윤선"
랭크(430) = "Normal"
OYear(430) = "<09>"
Team(430) = "삼성전자"
종족(430) = "3"
공격력(430) = "600"
견제(430) = "500"
전략(430) = "500"
물량(430) = "600"
수비력(430) = "450"
정찰(430) = "500"
센스(430) = "450"
컨트롤(430) = "650"

'431번째 선수
이름(431) = "허영무"
랭크(431) = "Rare"
OYear(431) = "<09>"
Team(431) = "삼성전자"
종족(431) = "3"
공격력(431) = "750"
견제(431) = "750"
전략(431) = "600"
물량(431) = "750"
수비력(431) = "750"
정찰(431) = "550"
센스(431) = "600"
컨트롤(431) = "850"

'432번째 선수
이름(432) = "김경효"
랭크(432) = "Normal"
OYear(432) = "<09>"
Team(432) = "STX"
종족(432) = "1"
공격력(432) = "600"
견제(432) = "650"
전략(432) = "500"
물량(432) = "550"
수비력(432) = "600"
정찰(432) = "500"
센스(432) = "600"
컨트롤(432) = "600"

'433번째 선수
이름(433) = "김구현"
랭크(433) = "Rare"
OYear(433) = "<09>"
Team(433) = "STX"
종족(433) = "3"
공격력(433) = "800"
견제(433) = "750"
전략(433) = "650"
물량(433) = "800"
수비력(433) = "600"
정찰(433) = "650"
센스(433) = "750"
컨트롤(433) = "700"

'434번째 선수
이름(434) = "김동건"
랭크(434) = "Normal"
OYear(434) = "<09>"
Team(434) = "STX"
종족(434) = "1"
공격력(434) = "600"
견제(434) = "600"
전략(434) = "550"
물량(434) = "650"
수비력(434) = "650"
정찰(434) = "600"
센스(434) = "600"
컨트롤(434) = "550"

'435번째 선수
이름(435) = "김성현"
랭크(435) = "Normal"
OYear(435) = "<09>"
Team(435) = "STX"
종족(435) = "1"
공격력(435) = "500"
견제(435) = "550"
전략(435) = "500"
물량(435) = "650"
수비력(435) = "650"
정찰(435) = "550"
센스(435) = "550"
컨트롤(435) = "600"

'436번째 선수
이름(436) = "김윤중"
랭크(436) = "Normal"
OYear(436) = "<09>"
Team(436) = "STX"
종족(436) = "3"
공격력(436) = "600"
견제(436) = "650"
전략(436) = "600"
물량(436) = "750"
수비력(436) = "500"
정찰(436) = "600"
센스(436) = "550"
컨트롤(436) = "600"

'437번째 선수
이름(437) = "김윤환1"
랭크(437) = "Elite"
OYear(437) = "<09>"
Team(437) = "STX"
종족(437) = "2"
공격력(437) = "800"
견제(437) = "700"
전략(437) = "800"
물량(437) = "750"
수비력(437) = "800"
정찰(437) = "750"
센스(437) = "850"
컨트롤(437) = "850"

'438번째 선수
이름(438) = "김현우"
랭크(438) = "Normal"
OYear(438) = "<09>"
Team(438) = "STX"
종족(438) = "2"
공격력(438) = "600"
견제(438) = "550"
전략(438) = "500"
물량(438) = "550"
수비력(438) = "500"
정찰(438) = "500"
센스(438) = "600"
컨트롤(438) = "700"

'439번째 선수
이름(439) = "박성준"
랭크(439) = "Normal"
OYear(439) = "<09>"
Team(439) = "STX"
종족(439) = "2"
공격력(439) = "850"
견제(439) = "650"
전략(439) = "550"
물량(439) = "700"
수비력(439) = "550"
정찰(439) = "550"
센스(439) = "600"
컨트롤(439) = "700"

'440번째 선수
이름(440) = "박종수"
랭크(440) = "Normal"
OYear(440) = "<09>"
Team(440) = "STX"
종족(440) = "3"
공격력(440) = "600"
견제(440) = "600"
전략(440) = "650"
물량(440) = "600"
수비력(440) = "550"
정찰(440) = "600"
센스(440) = "550"
컨트롤(440) = "600"

'441번째 선수
이름(441) = "서지수"
랭크(441) = "Normal"
OYear(441) = "<09>"
Team(441) = "STX"
종족(441) = "1"
공격력(441) = "550"
견제(441) = "450"
전략(441) = "450"
물량(441) = "400"
수비력(441) = "400"
정찰(441) = "450"
센스(441) = "400"
컨트롤(441) = "600"

'442번째 선수
이름(442) = "이신형"
랭크(442) = "Normal"
OYear(442) = "<09>"
Team(442) = "STX"
종족(442) = "1"
공격력(442) = "600"
견제(442) = "450"
전략(442) = "550"
물량(442) = "600"
수비력(442) = "600"
정찰(442) = "600"
센스(442) = "600"
컨트롤(442) = "550"

'443번째 선수
이름(443) = "조성호"
랭크(443) = "Normal"
OYear(443) = "<09>"
Team(443) = "STX"
종족(443) = "3"
공격력(443) = "600"
견제(443) = "500"
전략(443) = "450"
물량(443) = "550"
수비력(443) = "450"
정찰(443) = "500"
센스(443) = "500"
컨트롤(443) = "450"

'444번째 선수
이름(444) = "조일장"
랭크(444) = "Rare"
OYear(444) = "<09>"
Team(444) = "STX"
종족(444) = "2"
공격력(444) = "750"
견제(444) = "700"
전략(444) = "450"
물량(444) = "850"
수비력(444) = "850"
정찰(444) = "600"
센스(444) = "650"
컨트롤(444) = "750"

'445번째 선수
이름(445) = "진영수"
랭크(445) = "Special"
OYear(445) = "<09>"
Team(445) = "STX"
종족(445) = "1"
공격력(445) = "750"
견제(445) = "800"
전략(445) = "600"
물량(445) = "650"
수비력(445) = "550"
정찰(445) = "700"
센스(445) = "700"
컨트롤(445) = "750"

'446번째 선수
이름(446) = "강민구"
랭크(446) = "Normal"
OYear(446) = "<09>"
Team(446) = "웅진"
종족(446) = "3"
공격력(446) = "550"
견제(446) = "500"
전략(446) = "450"
물량(446) = "650"
수비력(446) = "550"
정찰(446) = "500"
센스(446) = "550"
컨트롤(446) = "550"

'447번째 선수
이름(447) = "김동주"
랭크(447) = "Normal"
OYear(447) = "<09>"
Team(447) = "웅진"
종족(447) = "1"
공격력(447) = "650"
견제(447) = "650"
전략(447) = "550"
물량(447) = "600"
수비력(447) = "550"
정찰(447) = "500"
센스(447) = "500"
컨트롤(447) = "600"

'448번째 선수
이름(448) = "김명운"
랭크(448) = "Special"
OYear(448) = "<09>"
Team(448) = "웅진"
종족(448) = "2"
공격력(448) = "600"
견제(448) = "650"
전략(448) = "700"
물량(448) = "750"
수비력(448) = "750"
정찰(448) = "750"
센스(448) = "650"
컨트롤(448) = "750"

'449번째 선수
이름(449) = "김승현"
랭크(449) = "Normal"
OYear(449) = "<09>"
Team(449) = "웅진"
종족(449) = "3"
공격력(449) = "750"
견제(449) = "650"
전략(449) = "650"
물량(449) = "750"
수비력(449) = "550"
정찰(449) = "600"
센스(449) = "600"
컨트롤(449) = "650"

'450번째 선수
이름(450) = "김영진"
랭크(450) = "Normal"
OYear(450) = "<09>"
Team(450) = "웅진"
종족(450) = "1"
공격력(450) = "700"
견제(450) = "600"
전략(450) = "600"
물량(450) = "550"
수비력(450) = "500"
정찰(450) = "500"
센스(450) = "550"
컨트롤(450) = "550"

'451번째 선수
이름(451) = "노준규"
랭크(451) = "Normal"
OYear(451) = "<09>"
Team(451) = "웅진"
종족(451) = "1"
공격력(451) = "650"
견제(451) = "600"
전략(451) = "500"
물량(451) = "600"
수비력(451) = "450"
정찰(451) = "500"
센스(451) = "500"
컨트롤(451) = "550"

'452번째 선수
이름(452) = "박대만"
랭크(452) = "Normal"
OYear(452) = "<09>"
Team(452) = "웅진"
종족(452) = "3"
공격력(452) = "650"
견제(452) = "600"
전략(452) = "550"
물량(452) = "650"
수비력(452) = "450"
정찰(452) = "550"
센스(452) = "550"
컨트롤(452) = "650"

'453번째 선수
이름(453) = "박정훈"
랭크(453) = "Normal"
OYear(453) = "<09>"
Team(453) = "웅진"
종족(453) = "3"
공격력(453) = "500"
견제(453) = "500"
전략(453) = "550"
물량(453) = "600"
수비력(453) = "650"
정찰(453) = "500"
센스(453) = "450"
컨트롤(453) = "600"

'454번째 선수
이름(454) = "윤용태"
랭크(454) = "Special"
OYear(454) = "<09>"
Team(454) = "웅진"
종족(454) = "3"
공격력(454) = "750"
견제(454) = "700"
전략(454) = "650"
물량(454) = "700"
수비력(454) = "650"
정찰(454) = "600"
센스(454) = "600"
컨트롤(454) = "850"

'455번째 선수
이름(455) = "이동준"
랭크(455) = "Normal"
OYear(455) = "<09>"
Team(455) = "웅진"
종족(455) = "1"
공격력(455) = "600"
견제(455) = "550"
전략(455) = "600"
물량(455) = "550"
수비력(455) = "650"
정찰(455) = "500"
센스(455) = "500"
컨트롤(455) = "500"

'456번째 선수
이름(456) = "임정현"
랭크(456) = "Normal"
OYear(456) = "<09>"
Team(456) = "웅진"
종족(456) = "2"
공격력(456) = "700"
견제(456) = "500"
전략(456) = "450"
물량(456) = "600"
수비력(456) = "400"
정찰(456) = "550"
센스(456) = "550"
컨트롤(456) = "650"

'457번째 선수
이름(457) = "임진묵"
랭크(457) = "Normal"
OYear(457) = "<09>"
Team(457) = "웅진"
종족(457) = "1"
공격력(457) = "700"
견제(457) = "650"
전략(457) = "600"
물량(457) = "650"
수비력(457) = "500"
정찰(457) = "700"
센스(457) = "550"
컨트롤(457) = "800"

'458번째 선수
이름(458) = "정종현"
랭크(458) = "Normal"
OYear(458) = "<09>"
Team(458) = "웅진"
종족(458) = "1"
공격력(458) = "600"
견제(458) = "600"
전략(458) = "550"
물량(458) = "650"
수비력(458) = "550"
정찰(458) = "500"
센스(458) = "550"
컨트롤(458) = "550"

'459번째 선수
이름(459) = "한상봉"
랭크(459) = "Rare"
OYear(459) = "<09>"
Team(459) = "웅진"
종족(459) = "2"
공격력(459) = "850"
견제(459) = "800"
전략(459) = "650"
물량(459) = "550"
수비력(459) = "500"
정찰(459) = "650"
센스(459) = "700"
컨트롤(459) = "900"

'460번째 선수
이름(460) = "고인규"
랭크(460) = "Normal"
OYear(460) = "<09>"
Team(460) = "SKT"
종족(460) = "1"
공격력(460) = "700"
견제(460) = "700"
전략(460) = "600"
물량(460) = "650"
수비력(460) = "550"
정찰(460) = "650"
센스(460) = "650"
컨트롤(460) = "700"

'461번째 선수
이름(461) = "권오혁"
랭크(461) = "Normal"
OYear(461) = "<09>"
Team(461) = "SKT"
종족(461) = "3"
공격력(461) = "500"
견제(461) = "550"
전략(461) = "600"
물량(461) = "650"
수비력(461) = "600"
정찰(461) = "500"
센스(461) = "500"
컨트롤(461) = "550"

'462번째 선수
이름(462) = "김택용"
랭크(462) = "Unique"
OYear(462) = "<09>"
Team(462) = "SKT"
종족(462) = "3"
공격력(462) = "550"
견제(462) = "900"
전략(462) = "700"
물량(462) = "750"
수비력(462) = "700"
정찰(462) = "850"
센스(462) = "800"
컨트롤(462) = "850"

'463번째 선수
이름(463) = "도재욱"
랭크(463) = "Normal"
OYear(463) = "<09>"
Team(463) = "SKT"
종족(463) = "3"
공격력(463) = "750"
견제(463) = "650"
전략(463) = "600"
물량(463) = "850"
수비력(463) = "550"
정찰(463) = "550"
센스(463) = "650"
컨트롤(463) = "600"

'464번째 선수
이름(464) = "박재혁"
랭크(464) = "Normal"
OYear(464) = "<09>"
Team(464) = "SKT"
종족(464) = "2"
공격력(464) = "700"
견제(464) = "650"
전략(464) = "500"
물량(464) = "600"
수비력(464) = "550"
정찰(464) = "550"
센스(464) = "700"
컨트롤(464) = "750"

'465번째 선수
이름(465) = "어윤수"
랭크(465) = "Normal"
OYear(465) = "<09>"
Team(465) = "SKT"
종족(465) = "2"
공격력(465) = "600"
견제(465) = "500"
전략(465) = "550"
물량(465) = "450"
수비력(465) = "450"
정찰(465) = "450"
센스(465) = "450"
컨트롤(465) = "500"

'466번째 선수
이름(466) = "이승석"
랭크(466) = "Normal"
OYear(466) = "<09>"
Team(466) = "SKT"
종족(466) = "2"
공격력(466) = "550"
견제(466) = "550"
전략(466) = "500"
물량(466) = "600"
수비력(466) = "600"
정찰(466) = "600"
센스(466) = "550"
컨트롤(466) = "600"

'467번째 선수
이름(467) = "임요환"
랭크(467) = "Normal"
OYear(467) = "<09>"
Team(467) = "SKT"
종족(467) = "1"
공격력(467) = "600"
견제(467) = "600"
전략(467) = "750"
물량(467) = "550"
수비력(467) = "500"
정찰(467) = "500"
센스(467) = "650"
컨트롤(467) = "650"

'468번째 선수
이름(468) = "정명훈"
랭크(468) = "Rare"
OYear(468) = "<09>"
Team(468) = "SKT"
종족(468) = "1"
공격력(468) = "550"
견제(468) = "750"
전략(468) = "750"
물량(468) = "750"
수비력(468) = "850"
정찰(468) = "700"
센스(468) = "800"
컨트롤(468) = "550"

'469번째 선수
이름(469) = "정영철"
랭크(469) = "Normal"
OYear(469) = "<09>"
Team(469) = "SKT"
종족(469) = "2"
공격력(469) = "650"
견제(469) = "600"
전략(469) = "600"
물량(469) = "700"
수비력(469) = "500"
정찰(469) = "550"
센스(469) = "500"
컨트롤(469) = "550"

'470번째 선수
이름(470) = "최연성"
랭크(470) = "Normal"
OYear(470) = "<09>"
Team(470) = "SKT"
종족(470) = "1"
공격력(470) = "500"
견제(470) = "550"
전략(470) = "550"
물량(470) = "700"
수비력(470) = "650"
정찰(470) = "550"
센스(470) = "550"
컨트롤(470) = "550"

'471번째 선수
이름(471) = "최호선"
랭크(471) = "Normal"
OYear(471) = "<09>"
Team(471) = "SKT"
종족(471) = "1"
공격력(471) = "550"
견제(471) = "550"
전략(471) = "450"
물량(471) = "600"
수비력(471) = "600"
정찰(471) = "450"
센스(471) = "600"
컨트롤(471) = "550"

'472번째 선수
이름(472) = "고석현"
랭크(472) = "Normal"
OYear(472) = "<09>"
Team(472) = "MBC"
종족(472) = "2"
공격력(472) = "750"
견제(472) = "700"
전략(472) = "500"
물량(472) = "600"
수비력(472) = "500"
정찰(472) = "550"
센스(472) = "600"
컨트롤(472) = "650"

'473번째 선수
이름(473) = "김동현"
랭크(473) = "Normal"
OYear(473) = "<09>"
Team(473) = "MBC"
종족(473) = "2"
공격력(473) = "650"
견제(473) = "600"
전략(473) = "550"
물량(473) = "700"
수비력(473) = "550"
정찰(473) = "550"
센스(473) = "650"
컨트롤(473) = "600"

'474번째 선수
이름(474) = "김재훈"
랭크(474) = "Normal"
OYear(474) = "<09>"
Team(474) = "MBC"
종족(474) = "3"
공격력(474) = "650"
견제(474) = "600"
전략(474) = "550"
물량(474) = "700"
수비력(474) = "550"
정찰(474) = "550"
센스(474) = "600"
컨트롤(474) = "600"

'475번째 선수
이름(475) = "김태훈"
랭크(475) = "Normal"
OYear(475) = "<09>"
Team(475) = "MBC"
종족(475) = "2"
공격력(475) = "600"
견제(475) = "450"
전략(475) = "500"
물량(475) = "550"
수비력(475) = "550"
정찰(475) = "550"
센스(475) = "500"
컨트롤(475) = "600"

'476번째 선수
이름(476) = "박수범"
랭크(476) = "Normal"
OYear(476) = "<09>"
Team(476) = "MBC"
종족(476) = "3"
공격력(476) = "550"
견제(476) = "450"
전략(476) = "450"
물량(476) = "650"
수비력(476) = "550"
정찰(476) = "550"
센스(476) = "600"
컨트롤(476) = "550"

'477번째 선수
이름(477) = "박지호"
랭크(477) = "Normal"
OYear(477) = "<09>"
Team(477) = "MBC"
종족(477) = "3"
공격력(477) = "800"
견제(477) = "600"
전략(477) = "650"
물량(477) = "750"
수비력(477) = "550"
정찰(477) = "550"
센스(477) = "600"
컨트롤(477) = "600"

'478번째 선수
이름(478) = "서경종"
랭크(478) = "Normal"
OYear(478) = "<09>"
Team(478) = "MBC"
종족(478) = "2"
공격력(478) = "650"
견제(478) = "600"
전략(478) = "700"
물량(478) = "550"
수비력(478) = "550"
정찰(478) = "550"
센스(478) = "600"
컨트롤(478) = "650"

'479번째 선수
이름(479) = "염보성"
랭크(479) = "Special"
OYear(479) = "<09>"
Team(479) = "MBC"
종족(479) = "1"
공격력(479) = "600"
견제(479) = "650"
전략(479) = "650"
물량(479) = "800"
수비력(479) = "750"
정찰(479) = "750"
센스(479) = "650"
컨트롤(479) = "650"

'480번째 선수
이름(480) = "이재호"
랭크(480) = "Rare"
OYear(480) = "<09>"
Team(480) = "MBC"
종족(480) = "1"
공격력(480) = "750"
견제(480) = "750"
전략(480) = "700"
물량(480) = "650"
수비력(480) = "650"
정찰(480) = "750"
센스(480) = "700"
컨트롤(480) = "750"

'481번째 선수
이름(481) = "임성진"
랭크(481) = "Normal"
OYear(481) = "<09>"
Team(481) = "MBC"
종족(481) = "1"
공격력(481) = "650"
견제(481) = "650"
전략(481) = "550"
물량(481) = "450"
수비력(481) = "450"
정찰(481) = "600"
센스(481) = "450"
컨트롤(481) = "450"

'482번째 선수
이름(482) = "장민철"
랭크(482) = "Normal"
OYear(482) = "<09>"
Team(482) = "MBC"
종족(482) = "3"
공격력(482) = "650"
견제(482) = "600"
전략(482) = "550"
물량(482) = "650"
수비력(482) = "550"
정찰(482) = "500"
센스(482) = "450"
컨트롤(482) = "600"

'483번째 선수
이름(483) = "전흥식"
랭크(483) = "Normal"
OYear(483) = "<09>"
Team(483) = "MBC"
종족(483) = "3"
공격력(483) = "600"
견제(483) = "550"
전략(483) = "600"
물량(483) = "600"
수비력(483) = "450"
정찰(483) = "450"
센스(483) = "450"
컨트롤(483) = "550"

'484번째 선수
이름(484) = "정우서"
랭크(484) = "Normal"
OYear(484) = "<09>"
Team(484) = "MBC"
종족(484) = "2"
공격력(484) = "550"
견제(484) = "550"
전략(484) = "500"
물량(484) = "600"
수비력(484) = "650"
정찰(484) = "600"
센스(484) = "500"
컨트롤(484) = "600"

'485번째 선수
이름(485) = "강동현"
랭크(485) = "Normal"
OYear(485) = "<09>"
Team(485) = "화승"
종족(485) = "2"
공격력(485) = "600"
견제(485) = "550"
전략(485) = "400"
물량(485) = "500"
수비력(485) = "450"
정찰(485) = "500"
센스(485) = "400"
컨트롤(485) = "600"

'486번째 선수
이름(486) = "구성훈"
랭크(486) = "Normal"
OYear(486) = "<09>"
Team(486) = "화승"
종족(486) = "1"
공격력(486) = "700"
견제(486) = "700"
전략(486) = "700"
물량(486) = "650"
수비력(486) = "650"
정찰(486) = "600"
센스(486) = "650"
컨트롤(486) = "550"

'487번째 선수
이름(487) = "김경모"
랭크(487) = "Normal"
OYear(487) = "<09>"
Team(487) = "화승"
종족(487) = "2"
공격력(487) = "600"
견제(487) = "600"
전략(487) = "450"
물량(487) = "550"
수비력(487) = "550"
정찰(487) = "600"
센스(487) = "500"
컨트롤(487) = "600"

'488번째 선수
이름(488) = "김민혁"
랭크(488) = "Normal"
OYear(488) = "<09>"
Team(488) = "화승"
종족(488) = "1"
공격력(488) = "550"
견제(488) = "450"
전략(488) = "450"
물량(488) = "500"
수비력(488) = "450"
정찰(488) = "500"
센스(488) = "550"
컨트롤(488) = "550"

'489번째 선수
이름(489) = "김태균"
랭크(489) = "Normal"
OYear(489) = "<09>"
Team(489) = "화승"
종족(489) = "3"
공격력(489) = "700"
견제(489) = "600"
전략(489) = "500"
물량(489) = "650"
수비력(489) = "500"
정찰(489) = "550"
